"tablescraper-selected-row","tablescraper-selected-row href","mw-file-description href","mw-file-element src","tablescraper-selected-row 2","tablescraper-selected-row 3","tablescraper-selected-row href 2","mw-file-element src 2","tablescraper-selected-row 4","tablescraper-selected-row href 3","tablescraper-selected-row 5","tablescraper-selected-row href 4","tablescraper-selected-row 6","reference","reference href","cite-bracket","cite-bracket 2","tablescraper-selected-row 7","tablescraper-selected-row 8","tablescraper-selected-row href 5"
"1999","https://en.wikipedia.org/wiki/1999_Nobel_Prize_in_Literature","https://en.wikipedia.org/wiki/File:G%C3%BCnter_Grass_auf_dem_Blauen_Sofa_(cropped2).jpg","https://upload.wikimedia.org/wikipedia/commons/thumb/6/62/G%C3%BCnter_Grass_auf_dem_Blauen_Sofa_%28cropped2%29.jpg/120px-G%C3%BCnter_Grass_auf_dem_Blauen_Sofa_%28cropped2%29.jpg","(1927–2015)","Günter Grass","https://en.wikipedia.org/wiki/G%C3%BCnter_Grass","https://upload.wikimedia.org/wikipedia/en/thumb/b/ba/Flag_of_Germany.svg/40px-Flag_of_Germany.svg.png","Germany","https://en.wikipedia.org/wiki/Germany","Free City of Danzig","https://en.wikipedia.org/wiki/Free_City_of_Danzig","""whose frolicsome black fables portray the forgotten face of history""","100","https://en.wikipedia.org/wiki/List_of_Nobel_laureates_in_Literature#cite_note-Literature1999-101","[","]","novel, drama, poetry, essay","German","https://en.wikipedia.org/wiki/German_language"
"2000","https://en.wikipedia.org/wiki/2000_Nobel_Prize_in_Literature","https://en.wikipedia.org/wiki/File:Gao_Xingjian_(2012,_cropped).jpg","https://upload.wikimedia.org/wikipedia/commons/thumb/9/93/Gao_Xingjian_%282012%2C_cropped%29.jpg/120px-Gao_Xingjian_%282012%2C_cropped%29.jpg","(b. 1940)","Gao Xingjian","https://en.wikipedia.org/wiki/Gao_Xingjian","https://upload.wikimedia.org/wikipedia/en/thumb/c/c3/Flag_of_France.svg/40px-Flag_of_France.svg.png","France","https://en.wikipedia.org/wiki/France","China","https://en.wikipedia.org/wiki/China","""for an oeuvre of universal validity, bitter insights and linguistic ingenuity, which has opened new paths for the Chinese novel and drama""","101","https://en.wikipedia.org/wiki/List_of_Nobel_laureates_in_Literature#cite_note-Literature2000-102","[","]","novel, drama, essay","Chinese","https://en.wikipedia.org/wiki/Chinese_language"
"2001","https://en.wikipedia.org/wiki/2001_Nobel_Prize_in_Literature","https://en.wikipedia.org/wiki/File:VS_Naipaul_2016_Dhaka_(cropped).jpg","https://upload.wikimedia.org/wikipedia/commons/thumb/c/c7/VS_Naipaul_2016_Dhaka_%28cropped%29.jpg/120px-VS_Naipaul_2016_Dhaka_%28cropped%29.jpg","(1932–2018)","Vidiadhar Surajprasad Naipaul","https://en.wikipedia.org/wiki/V._S._Naipaul","https://upload.wikimedia.org/wikipedia/commons/thumb/a/a5/Flag_of_the_United_Kingdom_%281-2%29.svg/40px-Flag_of_the_United_Kingdom_%281-2%29.svg.png","United Kingdom","https://en.wikipedia.org/wiki/United_Kingdom","Trinidad and Tobago","https://en.wikipedia.org/wiki/Trinidad_and_Tobago","""for having united perceptive narrative and incorruptible scrutiny in works that compel us to see the presence of suppressed histories""","102","https://en.wikipedia.org/wiki/List_of_Nobel_laureates_in_Literature#cite_note-Literature2001-103","[","]","novel, essay","English","https://en.wikipedia.org/wiki/English_language"
"2002","https://en.wikipedia.org/wiki/2002_Nobel_Prize_in_Literature","https://en.wikipedia.org/wiki/File:Imre_Kert%C3%A9sz_(cropped).JPG","https://upload.wikimedia.org/wikipedia/commons/thumb/3/35/Imre_Kert%C3%A9sz_%28cropped%29.JPG/120px-Imre_Kert%C3%A9sz_%28cropped%29.JPG","(1929–2016)","Imre Kertész","https://en.wikipedia.org/wiki/Imre_Kert%C3%A9sz","https://upload.wikimedia.org/wikipedia/commons/thumb/c/c1/Flag_of_Hungary.svg/40px-Flag_of_Hungary.svg.png","Hungary","https://en.wikipedia.org/wiki/Hungary","Hungarian","https://en.wikipedia.org/wiki/Hungarian_language","""for writing that upholds the fragile experience of the individual against the barbaric arbitrariness of history""","103","https://en.wikipedia.org/wiki/List_of_Nobel_laureates_in_Literature#cite_note-Literature2002-104","[","]","novel","",""
"2003","https://en.wikipedia.org/wiki/2003_Nobel_Prize_in_Literature","https://en.wikipedia.org/wiki/File:J.M._Coetzee_(cropped).JPG","https://upload.wikimedia.org/wikipedia/commons/thumb/9/9d/J.M._Coetzee_%28cropped%29.JPG/120px-J.M._Coetzee_%28cropped%29.JPG","(b. 1940)","John Maxwell Coetzee","https://en.wikipedia.org/wiki/J._M._Coetzee","https://upload.wikimedia.org/wikipedia/commons/thumb/a/af/Flag_of_South_Africa.svg/40px-Flag_of_South_Africa.svg.png","South Africa","https://en.wikipedia.org/wiki/South_Africa","English","https://en.wikipedia.org/wiki/English_language","""who in innumerable guises portrays the surprising involvement of the outsider""","104","https://en.wikipedia.org/wiki/List_of_Nobel_laureates_in_Literature#cite_note-Literature2003-105","[","]","novel, essay, translation","",""
"2004","https://en.wikipedia.org/wiki/2004_Nobel_Prize_in_Literature","https://en.wikipedia.org/wiki/File:Elfriede_jelinek_2004_small_(cropped).jpg","https://upload.wikimedia.org/wikipedia/commons/thumb/1/1d/Elfriede_jelinek_2004_small_%28cropped%29.jpg/120px-Elfriede_jelinek_2004_small_%28cropped%29.jpg","(b. 1946)","Elfriede Jelinek","https://en.wikipedia.org/wiki/Elfriede_Jelinek","https://upload.wikimedia.org/wikipedia/commons/thumb/4/41/Flag_of_Austria.svg/40px-Flag_of_Austria.svg.png","Austria","https://en.wikipedia.org/wiki/Austria","German","https://en.wikipedia.org/wiki/German_language","""for her musical flow of voices and counter-voices in novels and plays that with extraordinary linguistic zeal reveal the absurdity of society's clichés and their subjugating power""","105","https://en.wikipedia.org/wiki/List_of_Nobel_laureates_in_Literature#cite_note-Literature2004-106","[","]","novel, drama","",""
"2005","https://en.wikipedia.org/wiki/2005_Nobel_Prize_in_Literature","https://en.wikipedia.org/wiki/File:Pinterfoto_(cropped).jpg","https://upload.wikimedia.org/wikipedia/commons/thumb/7/7c/Pinterfoto_%28cropped%29.jpg/120px-Pinterfoto_%28cropped%29.jpg","(1930–2008)","Harold Pinter","https://en.wikipedia.org/wiki/Harold_Pinter","https://upload.wikimedia.org/wikipedia/commons/thumb/a/a5/Flag_of_the_United_Kingdom_%281-2%29.svg/40px-Flag_of_the_United_Kingdom_%281-2%29.svg.png","United Kingdom","https://en.wikipedia.org/wiki/United_Kingdom","English","https://en.wikipedia.org/wiki/English_language","""who in his plays uncovers the precipice under everyday prattle and forces entry into oppression's closed rooms""","106","https://en.wikipedia.org/wiki/List_of_Nobel_laureates_in_Literature#cite_note-Literature2005-107","[","]","drama, screenplay, poetry","",""
"2006","https://en.wikipedia.org/wiki/2006_Nobel_Prize_in_Literature","https://en.wikipedia.org/wiki/File:Orhan_Pamuk_in_Rustaveli_Theatre,_Tbilisi,_Georgia,_2014_(cropped).jpg","https://upload.wikimedia.org/wikipedia/commons/thumb/5/53/Orhan_Pamuk_in_Rustaveli_Theatre%2C_Tbilisi%2C_Georgia%2C_2014_%28cropped%29.jpg/120px-Orhan_Pamuk_in_Rustaveli_Theatre%2C_Tbilisi%2C_Georgia%2C_2014_%28cropped%29.jpg","(b. 1952)","Orhan Pamuk","https://en.wikipedia.org/wiki/Orhan_Pamuk","https://upload.wikimedia.org/wikipedia/commons/thumb/b/b4/Flag_of_Turkey.svg/40px-Flag_of_Turkey.svg.png","Turkey","https://en.wikipedia.org/wiki/Turkey","Turkish","https://en.wikipedia.org/wiki/Turkish_language","""who in the quest for the melancholic soul of his native city has discovered new symbols for the clash and interlacing of cultures""","107","https://en.wikipedia.org/wiki/List_of_Nobel_laureates_in_Literature#cite_note-Literature2006-108","[","]","novel, screenplay, autobiography, essay","",""
"2007","https://en.wikipedia.org/wiki/2007_Nobel_Prize_in_Literature","https://en.wikipedia.org/wiki/File:Dorisa_Lesinga_(cropped).JPG","https://upload.wikimedia.org/wikipedia/commons/thumb/6/6d/Dorisa_Lesinga_%28cropped%29.JPG/120px-Dorisa_Lesinga_%28cropped%29.JPG","(1919–2013)","Doris Lessing","https://en.wikipedia.org/wiki/Doris_Lessing","https://upload.wikimedia.org/wikipedia/commons/thumb/a/a5/Flag_of_the_United_Kingdom_%281-2%29.svg/40px-Flag_of_the_United_Kingdom_%281-2%29.svg.png","United Kingdom","https://en.wikipedia.org/wiki/United_Kingdom","Iran","https://en.wikipedia.org/wiki/Qajar_dynasty","""that epicist of the female experience, who with scepticism, fire and visionary power has subjected a divided civilisation to scrutiny""","108","https://en.wikipedia.org/wiki/List_of_Nobel_laureates_in_Literature#cite_note-Literature2007-109","[","]","novel, short story, memoir/ autobiography, drama, poetry, essay","English","https://en.wikipedia.org/wiki/English_language"
"2008","https://en.wikipedia.org/wiki/2008_Nobel_Prize_in_Literature","https://en.wikipedia.org/wiki/File:Jean-Marie_Gustave_Le_Cl%C3%A9zio_(cropped).jpg","https://upload.wikimedia.org/wikipedia/commons/thumb/d/da/Jean-Marie_Gustave_Le_Cl%C3%A9zio_%28cropped%29.jpg/120px-Jean-Marie_Gustave_Le_Cl%C3%A9zio_%28cropped%29.jpg","(b. 1940)","Jean-Marie Gustave Le Clézio","https://en.wikipedia.org/wiki/J._M._G._Le_Cl%C3%A9zio","https://upload.wikimedia.org/wikipedia/en/thumb/c/c3/Flag_of_France.svg/40px-Flag_of_France.svg.png","France","https://en.wikipedia.org/wiki/France","Mauritius","https://en.wikipedia.org/wiki/Mauritius","""author of new departures, poetic adventure and sensual ecstasy, explorer of a humanity beyond and below the reigning civilization""","109","https://en.wikipedia.org/wiki/List_of_Nobel_laureates_in_Literature#cite_note-Literature2008-110","[","]","novel, short story, essay, translation","French","https://en.wikipedia.org/wiki/French_language"
"2009","https://en.wikipedia.org/wiki/2009_Nobel_Prize_in_Literature","https://en.wikipedia.org/wiki/File:Herta_M%C3%BCller_Literaturfest_M%C3%BCnchen_2016_(cropped).jpg","https://upload.wikimedia.org/wikipedia/commons/thumb/e/e9/Herta_M%C3%BCller_Literaturfest_M%C3%BCnchen_2016_%28cropped%29.jpg/120px-Herta_M%C3%BCller_Literaturfest_M%C3%BCnchen_2016_%28cropped%29.jpg","(b. 1953)","Herta Müller","https://en.wikipedia.org/wiki/Herta_M%C3%BCller","https://upload.wikimedia.org/wikipedia/en/thumb/b/ba/Flag_of_Germany.svg/40px-Flag_of_Germany.svg.png","Germany","https://en.wikipedia.org/wiki/Germany","Romania","https://en.wikipedia.org/wiki/Romania","""who, with the concentration of poetry and the frankness of prose, depicts the landscape of the dispossessed""","110","https://en.wikipedia.org/wiki/List_of_Nobel_laureates_in_Literature#cite_note-Literature2009-111","[","]","novel, short story, poetry, essay","German","https://en.wikipedia.org/wiki/German_language"
"2010","https://en.wikipedia.org/wiki/2010_Nobel_Prize_in_Literature","https://en.wikipedia.org/wiki/File:Mario_Vargas_Llosa_(cropped2).jpg","https://upload.wikimedia.org/wikipedia/commons/thumb/0/03/Mario_Vargas_Llosa_%28cropped2%29.jpg/120px-Mario_Vargas_Llosa_%28cropped2%29.jpg","(1936–2025)","Mario Vargas Llosa","https://en.wikipedia.org/wiki/Mario_Vargas_Llosa","https://upload.wikimedia.org/wikipedia/commons/thumb/c/cf/Flag_of_Peru.svg/40px-Flag_of_Peru.svg.png","Peru","https://en.wikipedia.org/wiki/Peru","Spain","https://en.wikipedia.org/wiki/Spain","""for his cartography of structures of power and his trenchant images of the individual's resistance, revolt, and defeat""","111","https://en.wikipedia.org/wiki/List_of_Nobel_laureates_in_Literature#cite_note-Literature2010-112","[","]","novel, short story, essay, drama, memoir","Spanish","https://en.wikipedia.org/wiki/Spanish_language"
"2011","https://en.wikipedia.org/wiki/2011_Nobel_Prize_in_Literature","https://en.wikipedia.org/wiki/File:Transtroemer_(cropped).jpg","https://upload.wikimedia.org/wikipedia/commons/thumb/a/ad/Transtroemer_%28cropped%29.jpg/120px-Transtroemer_%28cropped%29.jpg","(1931–2015)","Tomas Tranströmer","https://en.wikipedia.org/wiki/Tomas_Transtr%C3%B6mer","https://upload.wikimedia.org/wikipedia/en/thumb/4/4c/Flag_of_Sweden.svg/40px-Flag_of_Sweden.svg.png","Sweden","https://en.wikipedia.org/wiki/Sweden","Swedish","https://en.wikipedia.org/wiki/Swedish_language","""because, through his condensed, translucent images, he gives us fresh access to reality""","112","https://en.wikipedia.org/wiki/List_of_Nobel_laureates_in_Literature#cite_note-Literature2011-113","[","]","poetry, translation","",""
"2012","https://en.wikipedia.org/wiki/2012_Nobel_Prize_in_Literature","https://en.wikipedia.org/wiki/File:MoYan_Hamburg_2008_(cropped).jpg","https://upload.wikimedia.org/wikipedia/commons/thumb/4/41/MoYan_Hamburg_2008_%28cropped%29.jpg/120px-MoYan_Hamburg_2008_%28cropped%29.jpg","(b. 1955)","Mo Yan","https://en.wikipedia.org/wiki/Mo_Yan","https://upload.wikimedia.org/wikipedia/commons/thumb/f/fa/Flag_of_the_People%27s_Republic_of_China.svg/40px-Flag_of_the_People%27s_Republic_of_China.svg.png","China","https://en.wikipedia.org/wiki/China","Chinese","https://en.wikipedia.org/wiki/Chinese_language","""who with  merges folk tales, history and the contemporary""","113","https://en.wikipedia.org/wiki/List_of_Nobel_laureates_in_Literature#cite_note-Literature2012-114","[","]","novel, short story","hallucinatory realism","https://en.wikipedia.org/wiki/Hallucinatory_realism"
"2013","https://en.wikipedia.org/wiki/2013_Nobel_Prize_in_Literature","https://en.wikipedia.org/wiki/File:Alice_Munro_2006_(cropped1).jpg","https://upload.wikimedia.org/wikipedia/commons/thumb/5/55/Alice_Munro_2006_%28cropped1%29.jpg/120px-Alice_Munro_2006_%28cropped1%29.jpg","(1931–2024)","Alice Munro","https://en.wikipedia.org/wiki/Alice_Munro","https://upload.wikimedia.org/wikipedia/commons/thumb/d/d9/Flag_of_Canada_%28Pantone%29.svg/40px-Flag_of_Canada_%28Pantone%29.svg.png","Canada","https://en.wikipedia.org/wiki/Canada","English","https://en.wikipedia.org/wiki/English_language","""master of the contemporary short story""","114","https://en.wikipedia.org/wiki/List_of_Nobel_laureates_in_Literature#cite_note-Literature2013-115","[","]","short story","",""
"2014","https://en.wikipedia.org/wiki/2014_Nobel_Prize_in_Literature","https://en.wikipedia.org/wiki/File:Patrick_Modiano_6_dec_2014_-_19_(cropped).jpg","https://upload.wikimedia.org/wikipedia/commons/thumb/2/2e/Patrick_Modiano_6_dec_2014_-_19_%28cropped%29.jpg/120px-Patrick_Modiano_6_dec_2014_-_19_%28cropped%29.jpg","(b. 1945)","Patrick Modiano","https://en.wikipedia.org/wiki/Patrick_Modiano","https://upload.wikimedia.org/wikipedia/en/thumb/c/c3/Flag_of_France.svg/40px-Flag_of_France.svg.png","France","https://en.wikipedia.org/wiki/France","French","https://en.wikipedia.org/wiki/French_language","""for the art of memory with which he has evoked the most ungraspable human destinies and uncovered the life-world of ""","115","https://en.wikipedia.org/wiki/List_of_Nobel_laureates_in_Literature#cite_note-Literature2014-116","[","]","novel, screenplay","the Occupation","https://en.wikipedia.org/wiki/German_military_administration_in_occupied_France_during_World_War_II"
"2015","https://en.wikipedia.org/wiki/2015_Nobel_Prize_in_Literature","https://en.wikipedia.org/wiki/File:%D0%A1%D0%B2%D1%96%D1%82%D0%BB%D0%B0%D0%BD%D0%B0_%D0%90%D0%BB%D0%B5%D0%BA%D1%81%D1%96%D1%94%D0%B2%D0%B8%D1%87_(%D0%9A%D0%B8%D1%97%D0%B2,_2016)_08_(cropped2).JPG","https://upload.wikimedia.org/wikipedia/commons/thumb/a/a4/%D0%A1%D0%B2%D1%96%D1%82%D0%BB%D0%B0%D0%BD%D0%B0_%D0%90%D0%BB%D0%B5%D0%BA%D1%81%D1%96%D1%94%D0%B2%D0%B8%D1%87_%28%D0%9A%D0%B8%D1%97%D0%B2%2C_2016%29_08_%28cropped2%29.JPG/120px-%D0%A1%D0%B2%D1%96%D1%82%D0%BB%D0%B0%D0%BD%D0%B0_%D0%90%D0%BB%D0%B5%D0%BA%D1%81%D1%96%D1%94%D0%B2%D0%B8%D1%87_%28%D0%9A%D0%B8%D1%97%D0%B2%2C_2016%29_08_%28cropped2%29.JPG","(b. 1948)","Svetlana Alexievich","https://en.wikipedia.org/wiki/Svetlana_Alexievich","https://upload.wikimedia.org/wikipedia/commons/thumb/8/85/Flag_of_Belarus.svg/40px-Flag_of_Belarus.svg.png","Belarus","https://en.wikipedia.org/wiki/Belarus","Russian","https://en.wikipedia.org/wiki/Russian_language","""for her polyphonic writings, a monument to suffering and courage in our time""","116","https://en.wikipedia.org/wiki/List_of_Nobel_laureates_in_Literature#cite_note-Literature2015-117","[","]","history, essay","",""
"2016","https://en.wikipedia.org/wiki/2016_Nobel_Prize_in_Literature","https://en.wikipedia.org/wiki/File:Bob_Dylan_-_Azkena_Rock_Festival_2010_1_(cropped2).jpg","https://upload.wikimedia.org/wikipedia/commons/thumb/4/4f/Bob_Dylan_-_Azkena_Rock_Festival_2010_1_%28cropped2%29.jpg/120px-Bob_Dylan_-_Azkena_Rock_Festival_2010_1_%28cropped2%29.jpg","(b. 1941)","Bob Dylan","https://en.wikipedia.org/wiki/Bob_Dylan","https://upload.wikimedia.org/wikipedia/en/thumb/a/a4/Flag_of_the_United_States.svg/40px-Flag_of_the_United_States.svg.png","United States","https://en.wikipedia.org/wiki/United_States","English","https://en.wikipedia.org/wiki/English_language","""for having created new poetic expressions within the great ""","117","https://en.wikipedia.org/wiki/List_of_Nobel_laureates_in_Literature#cite_note-Literature2016-118","[","]","poetry, song lyrics","American song tradition","https://en.wikipedia.org/wiki/American_folk_music"
"2017","https://en.wikipedia.org/wiki/2017_Nobel_Prize_in_Literature","https://en.wikipedia.org/wiki/File:Kazuo_Ishiguro_in_2017_13_(cropped).jpg","https://upload.wikimedia.org/wikipedia/commons/thumb/2/2c/Kazuo_Ishiguro_in_2017_13_%28cropped%29.jpg/120px-Kazuo_Ishiguro_in_2017_13_%28cropped%29.jpg","(b. 1954)","Kazuo Ishiguro","https://en.wikipedia.org/wiki/Kazuo_Ishiguro","https://upload.wikimedia.org/wikipedia/commons/thumb/a/a5/Flag_of_the_United_Kingdom_%281-2%29.svg/40px-Flag_of_the_United_Kingdom_%281-2%29.svg.png","United Kingdom","https://en.wikipedia.org/wiki/United_Kingdom","Japan","https://en.wikipedia.org/wiki/Japan","""who, in novels of great emotional force, has uncovered the abyss beneath our illusory sense of connection with the world""","118","https://en.wikipedia.org/wiki/List_of_Nobel_laureates_in_Literature#cite_note-Literature2017-119","[","]","novel, screenplay, short story","English","https://en.wikipedia.org/wiki/English_language"
"2018","https://en.wikipedia.org/wiki/2018_Nobel_Prize_in_Literature","https://en.wikipedia.org/wiki/File:Olga_Tokarczuk-9730_(cropped).jpg","https://upload.wikimedia.org/wikipedia/commons/thumb/6/66/Olga_Tokarczuk-9730_%28cropped%29.jpg/120px-Olga_Tokarczuk-9730_%28cropped%29.jpg","(b. 1962)","Olga Tokarczuk","https://en.wikipedia.org/wiki/Olga_Tokarczuk","https://upload.wikimedia.org/wikipedia/en/thumb/1/12/Flag_of_Poland.svg/40px-Flag_of_Poland.svg.png","Poland","https://en.wikipedia.org/wiki/Poland","Polish","https://en.wikipedia.org/wiki/Polish_language","""for a narrative imagination that with encyclopedic passion represents the crossing of boundaries as a form of life""","119","https://en.wikipedia.org/wiki/List_of_Nobel_laureates_in_Literature#cite_note-Literature2018-120","[","]","novel, short story, poetry, essay, screenplay","",""
"2019","https://en.wikipedia.org/wiki/2019_Nobel_Prize_in_Literature","https://en.wikipedia.org/wiki/File:Peter-handke_(cropped3).jpg","https://upload.wikimedia.org/wikipedia/commons/thumb/5/5f/Peter-handke_%28cropped3%29.jpg/120px-Peter-handke_%28cropped3%29.jpg","(b. 1942)","Peter Handke","https://en.wikipedia.org/wiki/Peter_Handke","https://upload.wikimedia.org/wikipedia/commons/thumb/4/41/Flag_of_Austria.svg/40px-Flag_of_Austria.svg.png","Austria","https://en.wikipedia.org/wiki/Austria","German","https://en.wikipedia.org/wiki/German_language","""for an influential work that with linguistic ingenuity has explored the periphery and the specificity of human experience""","120","https://en.wikipedia.org/wiki/List_of_Nobel_laureates_in_Literature#cite_note-121","[","]","novel, short story, drama, essay, translation, screenplay","",""
"2020","https://en.wikipedia.org/wiki/2020_Nobel_Prize_in_Literature","https://en.wikipedia.org/wiki/File:Louise_Gl%C3%BCck_circa_1977_(cropped2).jpg","https://upload.wikimedia.org/wikipedia/commons/thumb/8/88/Louise_Gl%C3%BCck_circa_1977_%28cropped2%29.jpg/120px-Louise_Gl%C3%BCck_circa_1977_%28cropped2%29.jpg","(1943–2023)","Louise Glück","https://en.wikipedia.org/wiki/Louise_Gl%C3%BCck","https://upload.wikimedia.org/wikipedia/en/thumb/a/a4/Flag_of_the_United_States.svg/40px-Flag_of_the_United_States.svg.png","United States","https://en.wikipedia.org/wiki/United_States","English","https://en.wikipedia.org/wiki/English_language","""for her unmistakable poetic voice that with austere beauty makes individual existence universal""","121","https://en.wikipedia.org/wiki/List_of_Nobel_laureates_in_Literature#cite_note-122","[","]","poetry, essay","",""
"2021","https://en.wikipedia.org/wiki/2021_Nobel_Prize_in_Literature","https://en.wikipedia.org/wiki/File:Abdulrazak_Gurnah_2022_(cropped2).jpg","https://upload.wikimedia.org/wikipedia/commons/thumb/1/10/Abdulrazak_Gurnah_2022_%28cropped2%29.jpg/120px-Abdulrazak_Gurnah_2022_%28cropped2%29.jpg","(b. 1948)","Abdulrazak Gurnah","https://en.wikipedia.org/wiki/Abdulrazak_Gurnah","https://upload.wikimedia.org/wikipedia/commons/thumb/3/38/Flag_of_Tanzania.svg/40px-Flag_of_Tanzania.svg.png","Tanzania","https://en.wikipedia.org/wiki/Tanzania","United Kingdom","https://en.wikipedia.org/wiki/United_Kingdom","""for his uncompromising and compassionate penetration of the effects of  and the fate of the refugee in the gulf between cultures and continents""","122","https://en.wikipedia.org/wiki/List_of_Nobel_laureates_in_Literature#cite_note-123","[","]","novel, short story, essay","Sultanate of Zanzibar","https://en.wikipedia.org/wiki/Sultanate_of_Zanzibar"
"2022","https://en.wikipedia.org/wiki/2022_Nobel_Prize_in_Literature","https://en.wikipedia.org/wiki/File:Annie_Ernaux_al_Salone_del_Libro_(cropped2).jpg","https://upload.wikimedia.org/wikipedia/commons/thumb/9/90/Annie_Ernaux_al_Salone_del_Libro_%28cropped2%29.jpg/120px-Annie_Ernaux_al_Salone_del_Libro_%28cropped2%29.jpg","(b. 1940)","Annie Ernaux","https://en.wikipedia.org/wiki/Annie_Ernaux","https://upload.wikimedia.org/wikipedia/en/thumb/c/c3/Flag_of_France.svg/40px-Flag_of_France.svg.png","France","https://en.wikipedia.org/wiki/France","French","https://en.wikipedia.org/wiki/French_language","""for the courage and clinical acuity with which she uncovers the roots, estrangements and collective restraints of personal memory""","123","https://en.wikipedia.org/wiki/List_of_Nobel_laureates_in_Literature#cite_note-124","[","]","memoir, novel","",""
"2023","https://en.wikipedia.org/wiki/2023_Nobel_Prize_in_Literature","https://en.wikipedia.org/wiki/File:Writer_Jon_Fosse_(cropped1).jpg","https://upload.wikimedia.org/wikipedia/commons/thumb/e/e6/Writer_Jon_Fosse_%28cropped1%29.jpg/120px-Writer_Jon_Fosse_%28cropped1%29.jpg","(b. 1959)","Jon Fosse","https://en.wikipedia.org/wiki/Jon_Fosse","https://upload.wikimedia.org/wikipedia/commons/thumb/d/d9/Flag_of_Norway.svg/40px-Flag_of_Norway.svg.png","Norway","https://en.wikipedia.org/wiki/Norway","Norwegian","https://en.wikipedia.org/wiki/Norwegian_language","""for his innovative plays and prose which give voice to the unsayable""","124","https://en.wikipedia.org/wiki/List_of_Nobel_laureates_in_Literature#cite_note-125","[","]","drama, novel, poetry, essay","",""
"2024","https://en.wikipedia.org/wiki/2024_Nobel_Prize_in_Literature","https://en.wikipedia.org/wiki/File:Han_Kang_in_2017_(cropped).png","https://upload.wikimedia.org/wikipedia/commons/thumb/e/ed/Han_Kang_in_2017_%28cropped%29.png/120px-Han_Kang_in_2017_%28cropped%29.png","(b. 1970)","Han Kang","https://en.wikipedia.org/wiki/Han_Kang","https://upload.wikimedia.org/wikipedia/commons/thumb/0/09/Flag_of_South_Korea.svg/40px-Flag_of_South_Korea.svg.png","South Korea","https://en.wikipedia.org/wiki/South_Korea","Korean","https://en.wikipedia.org/wiki/Korean_language","""for her intense poetic prose that confronts historical traumas and exposes the fragility of human life""","125","https://en.wikipedia.org/wiki/List_of_Nobel_laureates_in_Literature#cite_note-126","[","]","novel, poetry","",""
"2025","https://en.wikipedia.org/wiki/2025_Nobel_Prize_in_Literature","https://en.wikipedia.org/wiki/File:Krasznahorkai,-L%C3%A1zlo_(cropped).jpg","https://upload.wikimedia.org/wikipedia/commons/thumb/f/fe/Krasznahorkai%2C-L%C3%A1zlo_%28cropped%29.jpg/120px-Krasznahorkai%2C-L%C3%A1zlo_%28cropped%29.jpg","(b. 1954)","László Krasznahorkai","https://en.wikipedia.org/wiki/L%C3%A1szl%C3%B3_Krasznahorkai","https://upload.wikimedia.org/wikipedia/commons/thumb/c/c1/Flag_of_Hungary.svg/40px-Flag_of_Hungary.svg.png","Hungary","https://en.wikipedia.org/wiki/Hungary","Hungarian","https://en.wikipedia.org/wiki/Hungarian_language","""for his compelling and visionary oeuvre that, in the midst of apocalyptic terror, reaffirms the power of art""","126","https://en.wikipedia.org/wiki/List_of_Nobel_laureates_in_Literature#cite_note-127","[","]","novel, short story, essay, screenplay","",""
